,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
898,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Nesesaria,,"6/30/2020, 5:54:08 PM",Santa Fe
899,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 6:03:30 PM",Provincia de Buenos Aires
900,Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Mas que circular entre provincias, deberìan dejar a la responsabilidad de las personas",,"6/30/2020, 6:59:32 PM",Ciudad Autónoma de Buenos Aires
901,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Estoy criando a mi sobrina nieta desde q nació ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Me encantaría viajar a la Patagonia donde vive uno de los hijos, pero siendo q CABA está tan poblada de gente infectada por el virus, la circulación hacia allá sería terrible x el posible contagio. Hasta q no haya casos no. Pero la circulación entre provincias q no tienen casos la veo muy bien, obviamente ",,"6/30/2020, 7:13:57 PM",Ciudad Autónoma de Buenos Aires
902,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Yo creo que esta cuarentena se ha extendido demasiado y que ha comenzado muy pronto.Ahora realmente tendríamos que tener una cuarentena más estricta en estos meses de frío. Y a esto hay que agregarle que el gobierno tuvo muy en cuenta la salud y no se ha mirado la parte económica.La salud y la economía van de la mano.,,"6/30/2020, 8:00:51 PM",Santa Fe
903,Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Estudio un idioma,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:16:31 PM",Ciudad Autónoma de Buenos Aires
904,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:17:50 PM",Ciudad Autónoma de Buenos Aires
905,Mujer,Más de 66 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,juvilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,es delicado no sabria,,"6/30/2020, 8:48:30 PM",Mendoza
906,Mujer,Entre 46 y 55 años,Otra provincia,Salta,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama d casa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Todavía no es necesario ,,"6/30/2020, 11:22:57 PM",Salta
907,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Docente particular,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Pienso que la circulación debe ser entre provincias que tienen controlados los focos de contagio.,,"6/30/2020, 11:39:25 PM",Córdoba
908,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:50:55 PM",Ciudad Autónoma de Buenos Aires
909,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:07:44 AM",Ciudad Autónoma de Buenos Aires
910,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"No estoy de acuerdo cuando mayor circulación,mas virus.",,"7/1/2020, 12:14:29 AM",Provincia de Buenos Aires
911,Mujer,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Administrativa privada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Con los recaudos necesarios ,,"7/1/2020, 12:36:04 AM",Tucumán
912,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:36:46 AM",Provincia de Buenos Aires
913,Mujer,Más de 66 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada. Hago las tareas de la casa.  ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"No de forma inmediata. Un poco más adelante, cuando termine el invierno, si los casos hubieren disminuido, se podría circular entre las provincias.  ",,"7/1/2020, 6:14:45 AM",Entre Ríos
914,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubolada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es peligrosa,,"7/1/2020, 7:01:42 AM",Córdoba
915,Mujer,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Ya conteste,,"7/1/2020, 8:08:39 AM",Santa Fe
916,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,SOY PENSIONADA,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:26:36 AM",Provincia de Buenos Aires
917,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,"Soy jubilada,  cuide mis sobrinitos , xq sus padres trabajan. ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Me parece muy bien que se comience a circular entre las provincias que son zonas blanca .,,"7/1/2020, 8:29:28 AM",Córdoba
918,Mujer,Más de 66 años,Otra provincia,Tucumán,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:41:56 AM",Tucumán
919,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:33:11 AM",Provincia de Buenos Aires
920,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,soy jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es necesario basta de estar aislados!!!!,,"7/1/2020, 9:56:29 AM",Córdoba
921,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Salud animal,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesaria,,"7/1/2020, 10:31:20 AM",Provincia de Buenos Aires
922,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilad@  ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No debemos traslad@r el v~rus. Quedate en tu casa,,"7/1/2020, 11:03:51 AM",Provincia de Buenos Aires
923,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:02:07 PM",Provincia de Buenos Aires
924,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si lo hace el estúpido del presidente y sus lacayos porque no nosotros,,"7/1/2020, 12:04:03 PM",Provincia de Buenos Aires
925,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Soy jubilada.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aún no se puede entre provincias. Más adelante. Cdo esten controlados los casos en cada una,,"7/1/2020, 12:29:02 PM",Provincia de Buenos Aires
926,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"En las que no hay casos,no tendría que entrar",,"7/1/2020, 12:44:13 PM",Provincia de Buenos Aires
927,Mujer,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Nuestra prov aún no hay circulación viral,,"7/1/2020, 1:24:50 PM",Mendoza
928,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:42:43 PM",Provincia de Buenos Aires
929,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Evitando Bs. As.,,"7/1/2020, 1:49:49 PM",Santa Fe
930,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:23:27 PM",Córdoba
931,Mujer,Entre 46 y 55 años,Otra provincia,Neuquén,La cuarentena ya no es nada necesaria,,Estoy sin trabajo gracias al Gobierno  No vote a este PAYASO ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Yo soy una persona libre a mi nadie me puede prohibir salir o hacer lo que yo quiera nací libre ,,"7/1/2020, 2:40:29 PM",Neuquén
932,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Ama de casa ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Después de 105 días todos debemos ser responsables, barbijo, distanciamiento social y lavado de manos  Única manera de reactivar el país  Encerrados no sirve  ",,"7/1/2020, 2:49:21 PM",Ciudad Autónoma de Buenos Aires
933,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Primeramente la NO circulación entre municipios, así hay menor circulación y como consecuencia exterminar el Covid-19 ",,"7/1/2020, 3:33:18 PM",Provincia de Buenos Aires
934,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Jubilada, artesanias",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Depende, bs.as. deberia abstenerse de circular hasta tanto controlen un poco mas la circulacion comunutaria.",,"7/1/2020, 4:18:46 PM",Córdoba
935,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada docente ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy peligroso. Es la manera mas fácil de hacer circular el virus,,"7/1/2020, 4:32:08 PM",Santa Fe
936,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,,Solo en las provincias que este co trolodo el virus,,"7/1/2020, 4:42:17 PM",Provincia de Buenos Aires
937,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 4:42:58 PM",Ciudad Autónoma de Buenos Aires
938,Mujer,Más de 66 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Deberia ser de acuerdo a como vaya evolucionando la pandemia.,,"7/1/2020, 5:26:36 PM",Misiones
939,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 5:30:56 PM",Provincia de Buenos Aires
940,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Buenas tardes, soy Auxiliar de una Escuela Primaria de Avellaneda y por ser mayor de 60 años, estoy licenciada.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Creo que, en algún momento, éso podrá volver a hacerse y así debe ser, much@s de los que aquí vivimos, tenemos familiares en otras provincias o nos gusta recorrer, hay mucha actividad económica sustentada en el turismo lo cuál, está haciendo muy dura la situación de los hoteleros, agencias de viaje, etc. pero..éste no es el momento. Sin un tratamiento científicamente aprobado y posteriormente, si Dios quiere, una vacuna, no podemos poner en riesgo nuestras vidas, ni la de los demás.",,"7/1/2020, 5:40:15 PM",Provincia de Buenos Aires
941,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,si el presidente dice q la capital y el conurbano  llevamos el virus es mejor quedarse donde vivimos,,"7/1/2020, 5:46:00 PM",Provincia de Buenos Aires
942,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",La gente debe cuidarse sola,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya hay que abrir el país!,,"7/1/2020, 5:56:45 PM",Provincia de Buenos Aires
943,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:18:08 PM",Provincia de Buenos Aires
944,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Hay que esperar más y cuidarnos más!,,"7/1/2020, 6:32:19 PM",Provincia de Buenos Aires
945,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No la quiero,,"7/1/2020, 6:43:57 PM",Santa Fe
946,Mujer,Más de 66 años,Otra provincia,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,soy jubilados y quiero bet a mis nietos y que pase pronto esto,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:52:05 PM",Otra provincia
947,Mujer,Entre 56 y 65 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Asesorías  técnicas,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Circulación interprovincial con prudencia,,"7/1/2020, 6:59:27 PM",Río Negro
948,Mujer,Entre 56 y 65 años,Otra provincia,Tierra del Fuego,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Está complicado por que no todos toman precauciones,,"7/1/2020, 7:47:09 PM",Tierra del Fuego
949,Mujer,Entre 56 y 65 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cada uno cuide su provincia, su pueblo",,"7/1/2020, 7:49:19 PM",Misiones
950,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Soy médica y jubilada del hospital,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Preservar a provincias sin circulación,,"7/1/2020, 7:56:47 PM",Provincia de Buenos Aires
951,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sólo entre provincias sin covid 19,,"7/1/2020, 8:55:50 PM",Provincia de Buenos Aires
952,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Por ahora no circular entre provincias,,"7/1/2020, 9:01:26 PM",Provincia de Buenos Aires
953,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Consolar a todos los que están tristes,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si no hay  muchos casos se puede.Con todos los protocolos,,"7/1/2020, 9:20:34 PM",Provincia de Buenos Aires
954,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Se va trasladando el virus de un lugar a otro. Como ya pasó ,,"7/1/2020, 9:28:41 PM",Provincia de Buenos Aires
955,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:30:19 PM",Provincia de Buenos Aires
956,Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 9:59:37 PM",Ciudad Autónoma de Buenos Aires
957,Mujer,Más de 66 años,Otra provincia,Río Negro,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Caminar, nadar, gimnasio",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Ya estamos cansados del Covid,,"7/1/2020, 10:06:14 PM",Río Negro
958,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",No puedo trabajar,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Hicieron cuarentena correctamente,,"7/1/2020, 10:29:03 PM",Provincia de Buenos Aires
959,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Se debe tener en cuenta la situación de cada provincia y no olvidarse de atender las circunstancias de muchas personas varadas en situación de riesgo y respetar sus derechos tomando los recaudos necesarios por la pandemia,,"7/1/2020, 10:52:33 PM",Ciudad Autónoma de Buenos Aires
960,Mujer,Más de 66 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:03:14 PM",Córdoba
961,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:59:40 PM",Provincia de Buenos Aires
962,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,En estos momentos estoy desocupada no tengo trabajo,,Medio dudoso x el virus,,"7/2/2020, 1:27:05 AM",Provincia de Buenos Aires
963,Mujer,Más de 66 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No es necesario. Salvo algunas excepciones,,"7/2/2020, 1:32:15 AM",Córdoba
964,Mujer,Entre 56 y 65 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Se puede desde o entre las provincias sin circulación comunitaria y con pocos casos ,,"7/2/2020, 2:33:22 AM",Chaco
965,Mujer,Más de 66 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Cuidar de mi pareja que padece de demencia,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo circulackon necesaria,,"7/2/2020, 3:03:48 AM",Río Negro
966,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",hago todo en casa junto a mi flia,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,se debe hacer de a poco hay q aprender mucho de las secuelas q deja la pandemia,,"7/2/2020, 8:16:32 AM",Provincia de Buenos Aires
967,Mujer,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,se debe poder circilar entre provincias,,"7/2/2020, 8:32:03 AM",Santa Fe
968,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,soy jubilada docente estoy ocupada siempre aunque muy enojada con el gobierno no me gusta que coarten mi libertad se que cuando salgo es por motivos de farmacia banco o super no me gusta como dan miedo y no dan esperanza no me gusta que actitudes tiene el gobierno ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,por ahira cosa que no lo hacen testeos en provincia no lo hacen,,"7/2/2020, 10:15:57 AM",Provincia de Buenos Aires
969,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los protocolos sanitarios correspondientes ,,"7/2/2020, 10:53:06 AM",Provincia de Buenos Aires
970,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con buenos controles de podría circular.,,"7/2/2020, 10:56:12 AM",Provincia de Buenos Aires
971,Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jUBILADO,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,HASTA QUE NO TERMINE LA PANDEMIA NO SE DEBE  CIRCULAR,,"7/2/2020, 10:56:24 AM",Ciudad Autónoma de Buenos Aires
972,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Soy jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya fue suficiente de no tener libertad ,,"7/2/2020, 10:58:06 AM",Provincia de Buenos Aires
973,Mujer,Entre 36 y 45 años,Otra provincia,Tucumán,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Ama de casa ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Aumenta el contagio ,,"7/2/2020, 11:23:49 AM",Tucumán
974,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:42:09 AM",Provincia de Buenos Aires
975,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:31:55 PM",Provincia de Buenos Aires
976,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:47:53 PM",Provincia de Buenos Aires
977,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",No dependo del Estado ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Tenemos que trabajar ,,"7/2/2020, 2:37:33 PM",Provincia de Buenos Aires
978,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:41:30 PM",Provincia de Buenos Aires
979,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,La ciruclacion de personas entre provincias puede colaborar en desparramar el contagio,,"7/2/2020, 4:31:50 PM",Provincia de Buenos Aires
980,Mujer,Más de 66 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Muy pronto.Misiones tiene fronteras con Brazil,Paraguay.y con la Provincia Corrientes",,"7/2/2020, 4:58:09 PM",Misiones
981,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 5:08:28 PM",Ciudad Autónoma de Buenos Aires
982,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Cuido personas mayores ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sol entre lugares sin casos pisitivos,,"7/2/2020, 5:29:44 PM",Córdoba
983,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Creo que es muy difícil la circulación entre provincias mientras haya circulación de virus , sería como llevar atrás todo lo que se ha logrado hasta ahora .",,"7/2/2020, 5:35:28 PM",Provincia de Buenos Aires
984,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"La Matanza y algunos partidos del conurbano (Guernica, Solano, Quilmes, Florencio Varela ) pueden llegar a contagiar a todas las provincias que no tienen casos...",,"7/2/2020, 5:56:53 PM",Provincia de Buenos Aires
985,Mujer,Más de 66 años,Otra provincia,Chubut,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Ya debería haber circulación entre provincias.,,"7/2/2020, 5:57:12 PM",Chubut
986,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que haya circulación entre provincias de bajo riesgo.,,"7/2/2020, 6:46:31 PM",Ciudad Autónoma de Buenos Aires
987,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Salud,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Estricto control es necesario para la circulación de camioneros, trabajadores, etc",,"7/2/2020, 7:12:56 PM",Córdoba
988,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:43:37 PM",Santa Fe
